|lucas_: i think thats a goal of hoary|,|*p|
|Dekkard: better asking one of the others.. i haven't even isntalled ubuntu yet|,|Dekkard: should be fine.. what device is it.. /dev/***?|
|less evil|,|add in [] *?|
|that's with Kinnison, he said that *was* happenning|,|Kinnison was blocked by *us*?|
|OGRA BOT|,|what is *g*?|
|XLX: sure the machine itself is ok?|,|MagicFab: find /lib/modules/`uname -r` -name "*whatever*"|
|got killed|,|*(|
|I believe he did..|,|agreed on all counts! I just didn't have the nerve to tell. I wanted it to be *SIMPLE*.|
|if you installed ubuntu, you don't need to touch it.|,|*why*?|
|karto: it tell you how to add them again|,|WTF why the hell is there ala-modules-kernel-2.4*?|
|blahrus, either run it from command line, either click on torrent in browser|,|TheCan, encrypted password? Yes. Change it to *.|
|rosetta and malone layers extend the launchpad layer|,|      for="*"|
|yes, exactly|,|erm -- maybe stick with "*"|
|Amaranth: http://www.ubuntulinux.org/support/documentation/faq/root|,|hang on, webmin actually wants your root password over *HTTP authentication*?|
|likes|,|lemsx1: jep, i'm the guy for the odd workarounds (that look mostly nicer thenthey are *g*)|
|there's no sticker|,|*M|
|psyklops: look in /boot|,|see the file(s) named config-2.6.8.1-3-*?|
|linux_galore: thank you kindly, is there nothing to be done to ensure packages are Ubuntu-style ?|,|*?|
|kapputu: I use gaim|,|devolve: dunno. rm -rfv /usr/local/*/*?|
|kapputu: you gotta love windows :-P|,|ehm, acx are included in linux-image-*?|
|mdz: it's only got proposed packages at the moment, germinate needs a bit more than that|,| /* The best bits of mii-diag and ethtool mixed into one big jelly roll. */|
|hold on|,|two lines*?|
|I'm really mad. ><|,|*.|
|sleon: sorry im not use to software engineering...|,|*d|
|carlos: we'll need to talk about that.  but not right now|,|next, there are various places in the code where we have "from canonical.launchpad.interfaces import *"|
|cprov: stevea will explain the mechanism|,|so no more import *?|
|Hm. Have you tried updating those through Synaptic?|,|*?|
|:P|,|err, cat /* |
|np|,|krusty, did you try "apt-get install gaim*"|
|Hm|,|jazzka, yes. Use 'alien --to-deb *package name*'|
|RuffianSoldier: what?|,|gosh: are u in warty*?|
|I mean the pattern of doing branches quickly using baz switch and baz branch|,|@#$!*&|
|wm_eddie: for a long time, distributions shipped netscape navigator 4.x versions with a script in front which would refuse to start the browser if you were root|,|I hate passwords of '*'|
|Slackman: i think that's pppoeconf|,|Lathiat: on irc ... while *driving*?|
|So you still have to type "i" "j", and there's no point in having a special keyboard.|,|Slackman: Learn to touch type *dvorak*.|
|joolz: Wow, you have a US-ASCII-only terminal?_|,|That's *bad*.|
|nope, I just did a dist-upgrade thru synaptic and it moved all by itself|,|*d|
|WebMaven: when you've located a .wav file, use `aplay -Dplughw:0 foo.wav' to test if alsa itself works|,|WebMaven: `lsof /dev/snd/*' && `lsof /dev/dsp*'|
|when?|,|*t|
|link for all that shipmint info? please!|,|ha ha ha ha ha ha ha ha ha ha clever joke ass-ho*e|
|thats normal?|,|i did exactly as you said rm -r ~/.gnome*'|
|ogra, well I see...I forgot that ;)|,|perhaps I should really read more carefully *g|
|no, I used .debdelta :p|,|mention the patches are against the uncompressed control.tar.gz and data.tar{,.gz,.bz2,.Z,*}|
|roderickbhall, sounds like it is working. can you see it if you type "ifconfig"?|,|192.168.*/|
|far_away, you go there and set it up|,|far_away, correct. You need to set up port 22 to go to your desktop server LOCAL address (which will be something like 192.168.*)|
|it seems to work|,|sh*t|
|That works too|,|Or, write a .py file and run 'pythong *filename*'|
|The hotel is nice, one of those hotels that are the same all around the globe|,|TV, frigobar, shower, tub, toilet and *bidet*!|
|oops.|,|Kamion: (that's with asm-*)|
|hooray, lamont/elmo fixed the daily d-i build|,|elmo: well, I see stuff in /dists/hoary/main/daily-installer-*/|
|the kernel as shipped explicitly turns off the necessary bit to make serial consoles work for a reason I don't understand|,|        ori     r5,r4,0x0888            /* set pseudo-segment reg 8 */|
|the kernel as shipped explicitly turns off the necessary bit to make serial consoles work for a reason I don't understand|,|        mtsr    8,r5                    /* (for access to serial port) */|
|enntee: go for hoary !!!|,|enntee: break it !! (and report it indeed *g*)|
|warty, should i apt-get dist-upgrade?|,|*d|
|yes, on the same pc|,|(ubuntu*)|
|melazyboy, gnome is more responsive, tab completion is faster, and I can have more open without my DE freezing for a few microseconds each time I switch Virtual Desktop, and as far as I can tell, there's a ~40% difference as far as my productivity is concerned, even if the *precise* response times aren't that great.|,|melazyboy, so 'speed', which is an ambiguous term, refers to the speed increase over *all four layers*.|
|And I'm a bit impressed, I must say|,|*?|
|cef: suse uses kde|,|miggumike: so did you do that*?|
|that is where i am stuck ;o(|,|www.ubuntuforums.org&showthread.php?t=3713 (if i typed it in correctly from the other machine over there *G*)|
|i am using mod_rewrite to access hosts on a zope server, but for some reason the mod_rewrite is not rewriting to this|,|<VirtualHost *>|
|daniels: could you please help me finding out the problem so i can write a little text to avoid this problems|,|*s|
|You run it another time and it'd tell you:|,|pippo=2*9|
|lamont: $ENVOVERRIDES{$_} = $ENV{$_} for keys %ENV;|,|#endif /* LC_ALL */|
|Aha!|,|*?|
|Xenguy of course not :)|,|*!|
|take it to #ubuntu-offtopic guys|,|*i|
|neopark, well, you could use shipit.ubuntulinux.org and get as many pressed cds of ubuntu as you want. It might be faster to buy blank CDs today though. :-)|,|wood1, apt-get remove 'openoffice.org*'|
|DarthJ: Interesting|,|'apt-get --purge -qq remove 'openoffice.org*'|
|just force it|,|'apt-get --purge -qq --force-yes remove 'openoffice.org*'|
|bob2: Interesting... 'Cause I'm getting locale errors all over all the time... And they're from perl... (When I do apt-<whatever|,|Treenaks: Hmm... I did not know that... (*hoping*)|
|unikum, /etc/X11/XF86Config-4.old|,|unikum, or 'ls /etc/X11/XF86Config-4*'|
|parser should bereally fast|,|SteveA: i'm creating the buttress app, should i go with the old style location of lib/canonical/buttress/*?|
|Go to the terminal,.|,|*.|
|ciao rapha|,|*g|
|import javax.swing.*; //imported for buttons, labels, and images|,|But then, if it was changed, what was it changed *to*?|
|river: should be set up by default; what's your prob?|,|oh, wait, you want to set up a DNS and DHCP *server*?|
|It says "Resource not able to be opened" twice|,|*.|
|jdub: /etc/profile?|,|do those make sense on power*?|
|GotD0t: actually new crt's are pretty simplen compared to some of the earlier svg stuff that came out|,|ls ~/Desktop/cross*:|
|does someone know where the frequency value is stored in the x config file? in the modline?|,|...*|||
|mdz: I am less than enthusiastic, but what works wins right now|,|sivang: unless you have a contract, Canonical has no right to defend it in court *anyway*.|
|The installer easily detected my network card and configured the network, but then chose to install packages via CD.  When I rebooted, it then downloaded 30 minutes worth of updates.  (That's on DSL.)  If it had used the network in the first place, it wouldn't have needed to do that.|,|What I'm suggesting is that they not be "updates", but instead that it uses the network if it has it to do the *initial installation*.|
|thom: !|,|that is *ludicrous*.|
|In canonical.database?  Ah, I see the problem, I think.|,|Change line 26 of harness.py to "from canonical.database.soyuz import *"|
|its my understanding its only needed on amd64|,|*)|
|cfactor, whats the name ?|,|*t|
|Randomize, you remember GEOS?|,|Kamion, gcc and friends in the default "it", i meant, man, don't you do telepathy *at all*?|
|bborkk: does 'modinfo ipw2200' tell you?|,|[rapha] : look for /usr/bin/scrollkeeper-update.*?|
|libdb/dbinc/mutex.h, 760L|,|/*typedef unsigned char tsl_t;*/|
|0|,|/* Need to work around howl exporting its config file... */|
|RichNRockville: if you can run a window manager, there has to be an /etc/X11|,|how about "ls -ld /etc/X*"|
|it should be |,|SELECT COUNT(*)|
|ok|,|    nvclks += 2; /* fbi bus cycles (1 req + 1 busy) */|
|0x080e2188 <nv10CalcArbitration+614>:   idivl  (%ecx)|,|      us_n = nvclks*1000*1000 / nvclk_freq;/* nvclk latency in us */|
|ill try that leter|,|holy sh*t|
|well, get a boot disk for it from apple, then try it|,|i like apple, beta testing osX was the sh*t|
|    glClear(GL_COLOR_BUFFER_BIT);|,|    glLoadIdentity ();             /* clear the matrix */|
|    glLoadIdentity ();             /* clear the matrix */|,|    glTranslatef (0.0, 0.0, -5.0); /* viewing transformation */|
|    glLoadIdentity ();             /* clear the matrix */|,|    glScalef (1.0, 2.0, 1.0);      /* modeling transformation */|
|    glLoadIdentity ();             /* clear the matrix */|,|    auxWireCube(1.0);    /*  draw the cube */|
|because newbs like guis ;)|,|i want to say to ritalin... 'sudo synaptic install gstreamer-08*'|
|w8|,|/usr/bin/mkisofs: Broken pipe. cannot fwrite 2048*1|
|Amortized, of course.|,|         */|
|because of the URL section|,|I said *displayname*.|
|akra, ^_^|,|akra, nope, still Emacs user (*sob*)|
|keybuk: ok, thanks for this instruction set. did this work out ok for you?|,|keybuk: thanks (*memer rubbing hands*)|
|never mind|,|pyramid: ... dude, wtf does that have to do with *anything*?|
|mdz: ping?|,|that thing is bloody *obscure*.|
|time to ban the probe now|,|        *)|
|yeah, I know I tried that (read it on mailing list archive =) ),|,|fabbione: unfortunately, it flashes, and starts up gdm (arrgh, refuses to die *grin*)|
|how did you figure them out? (in case I need to for a different display manager in future)|,|fabbione: now i know who to bug in future (*grin*)|
|-I"/lib/modules/`uname -r`/build" is the usual|,|Se7h: install whichever matches your installed kernel (COLUMNS=200 dpkg -l linux-image-\*)|
|how can i check ?|,|No packages found matching linux-headers-*.|
|find them first|,|find /mnt/cdrom -name "*header*"|
|:) :)|,|Ubuntu*\|
|Does anyone have any idea why Ubuntu wont boot from my existing lilo install like every other distro i have tried out omn my testing partition?|,|*1|
|t35t0r: For one thing, because hdparm is being phased out.|,|For another, that hdparm -d1 doesn't tell you anything about *what's actually happening*.|
|don't know, try searching|,|find /etc/ -name '*blacklist*'|
|a img:hover { background-color:#55F }|,| /* The following are used to induce highlighting effects on thread message icons */|
|punkass, no wvdial installed|,|jdub, no worries dude, just im a savvy linux user, but a beginner would have been f***d|
|ok, stub, now cat your ~/.arch-params/stuart@canonical.com.check file|,|doing a get from -SOURCE *will not work*.|
|stub: so, please cat that file.|,|your default *check file* is *signing*.|
|dpkg -l || grep ^"ii  ubuntu" ---|,|because it literally looks for "ubuntu-*"|
|lucas_: maybe 'dpkg -l "ubuntu-*"'|,|otherwise your shell expands the "*"|
|calc: yeah, there are pages on usplash on the wiki|,|client-side, it's *big*.|
|abstrato_general: you know prelinking has no effect at all on runtime preformance, right?|,|abstrato_general: *loading*.|
|Somebody's made packages for all things mono::|,|(I'm sure Kamion remembers the repository URL, *ahem, cough cough*)|
|||trey||: i don't recall having ever mentioned gtk-qt, in any case|,|Kamion: *wack*.|
|we've got dhcp already|,|daniels: "man, these headphones *rock*"|
|ARSE|,|the only one I could find was catbus or something, and it's *abysmal*.|
|mdz: zero RC bugs to go|,|Kamion: *wack*.|
|we provide kde and other stuff as well -- hell, you can find fortunes-off if you want.  it's the difference between this potentially, being perceived as poor taste on the behalf of ubuntu, or as someone else.  anecdotally, the barrier to offence for the latter would seem to be far higher; there seems to be a higher degree of conservatism expected from shipping products.|,|i don't think anyone would have a problem with Ubuntu if it was merely *available*.|
|The reason I'm not forwarding the abstract argument is that (If I read things right) the developers want to keep things *human*. Says so in the wiki. But again, just don't make it the default!|,|I'm very much of the opinion that we just make the default abstract, and then don't worry about whta's *available*.|
|sabdfl: I tend to agree with jdub here ... there's little reason to ship more than one splash screen as they're a bugger to change|,|(though, likewise, I guess there's little reason not to ship more than one *shrug*)|
|:P|,|my q: is there a log of the packages i just installed/removed when i ran apt-get install glib*?|
|my q: is there a log of the packages i just installed/removed when i ran apt-get install glib*?|,|is there a log for these packages? i didn't access any verbose logging when i ran the 'apt-get install glib*'|
|thanks|,|to put all the command? like alias format="rm -rf *.*"|
|until you know what your card is, you can just try each, one at a time until success..|,|ruffian, are you here to heckle and be a pain in the ***?|
|MyKq3: A process is doing this. It should be the first one listed by top.|,|*hate*.|
|ooh, magic powers|,|*back in*?|
|Hadess did blog something about fixing the w32codec loader the other day|,|fuser /dev/dsp /dev/snd/pcmC*p|
|sladen: can't do much about that given that some systems suck the CD back in on reboot|,|sladen: (there's also the question of where to chainload *to*)|
|ok thx|,|*?|
|Well, the point is I can't use the network connection right now because of it. So what can I have done wrong? The card is using the orinoco_cs module...|,|Is there nothing I can do about this WEP sh**?|
|daf: better than 'vim: ft=foo' warts|,|E.g. /* This file is written in -*- C++ -*- */|
|terminal or fstab ?|,|terminal *g|
|pitti: so nothing is listening to the dbus messages currently?|,|Keybuk: try a *what*?|
|it looks non-core to me|,|... *completely*?|
|lypanov: howdy :-)|,|lypanov: con*?|
|lypanov: con*?|,|lypanov: con*?|
|I need to eat|,|*oops*!|
|spiv: what do you mean?|,|we need two categories:  stuff we *need* in order to start using malone for launchpad development.  stuff we'd *like*.|
|hmm... turned out to be PCM volume turned down. I've never edited that, why is the volume not a sane default?|,|thom: and... what's the plan to make it *just work*?|
|cef: nice! well, whenever is fine -- thanks again :)|,|#else /* a bug in DGUX requires this - let's try it */|
|yes|,|    /* does the device start with DEVDIR? */|
|mdz: i think the fix is simple|,|  *)|
|you can open .iso's with the archive manager|,|same on my side (since I'm president of a LUG and all.. *grin*)|
|Jay: and say `Hip2Bcool' on it|,|_Hiro_: archives.ubuntulinux.org/.../pool/main/o/openvpn*/|
|so coding that would be a time sink|,|where are we getting this information *from*?|
|looks like your popularity has taken the apt mirror down?|,|*4|
|circuit breaker keeps tripping|,|jdub: do you have /dev/snd/*?|
|;)|,|/* XPM */|
|lawrence, you need to replace DEVICENAME and PATHTOWUBIFILE|,|lawrence, erm, I don't know really how to do that from a command line. Try mounting each of your hard drive partitions and seeing with 'df -h' if the one you mounted is the right size, doing this for each device shown by 'ls /dev/[hs]da*'|
|IF ubuntu recognizes my burned|,|burner*&|
|charles_: i'm afraid we have to ask you for your registration number, to see if you have a legit version of ubuntu.|,|crabgrass: ! -iname 'foo*'|
|sebsebseb: it just starts...and nothing happens|,|sebsebseb: in this list: "http://mxhaard.free.fr/spca5xx.html" "Mustek	67	0x055f	0xc520	Gsmart mini3	 	spca504a	 	Yes	Jpeg	spca5xx/LE	***"|
|both well in hand|,|:*(|
|RAOF, can you also fix my btrfs on the same system :-)|,|RAOF, i saw the notice, thought everything was rebuilt (I was *wrong*)|
|but there is no *defrag* program on my machine :(|,|in the *archives*?|
|but there is no *defrag* program on my machine :(|,|I did a, find / -name '*defrag*'|
|At least, that's my experience|,|e_t_: *in d-i*?|
|bazhang: Will that upgrade a karmic desktop to a lucid desktop?|,|bazhang: Will that upgrade a karmic *desktop* to a lucid *desktop*?|
|i have emailed him screen shot step by steps.. asked em for msinfo dxdiag .. properties etc.. its been ahrd|,|ergo my need to no lnoger help him with virus support over the web *)|
|ergo my need to no lnoger help him with virus support over the web *)|,|just hard to get him to respond.. older kinda guy ask question i get a question in return *)|
|hi '|,|US*?|
|those people need to spend less time getting offended and more time visiting dentists and Alcoholics Anonymous.|,|(offended *now*)|
|Linux *NEVER* hides file extensions from you, in CLI.|,|Viking667: Normally, no it doesn't.  But it *can*.|
|resno: What are you trying to SSH into?|,|You should SSH into the *HOST*.|
|yay!|,|researcher1: we don't know. try this:  find . -iname "readme*"|
|fairly|,|tanaka, i actually thought nvidia added a tool to their driver, to deal with multiple displays? I remember having to setup just 2 displays once, what a pain in the a**.|
|So to system->administrator->software sources-|,|So*-|
|could not get in contact with him, will grab him today. Comments around state meetings are every week|,|(UEC Testing is *big*)|
|what about something about 'evtouch'?|,|what the ***?|
|ActionParsnip: yes|,|patty_: to find ubuntu channels on freenode, "/msg alis search #*ubuntu*"|
|ericthehax: its not unchangeable. you can turn off pulseaudio autospawn and add yourself to the audio group. streams might stop being mixed since thats kinda the point of having pulseaudio but hey, if you dont WANT the feature of being able to have a flash video open and hear notification sounds from pidgin, thats fine...|,|ericthehax: you have a funny definition of "nothing"!  so there's something in particular that doesnt support it and it happens to be something you need i guess. what is it? audacity? thats a common one... i know phonon supports it nowadays even (well it supported it for a long while, but now it supports it *well*)|
|bullgard4: what are you trying to do, again?|,|bullgard4: lname option in find can locate symbolic link names. something like find  /etc -lname "*upstart-job*"|
|on a phisical machine Ubuntu 10.04 lst is unable to detect a crt display model (Samsung SyncMaster 753 DFX) the strange is that monitor is not very new. Any idea? At the moment Ubuntu says: Unkonow monitor|,|what tool to detect and configure the *right monitor*?|
|on a phisical machine Ubuntu 10.04 lst is unable to detect a crt display model (Samsung SyncMaster 753 DFX) the strange is that monitor is not very new. Any idea? At the moment Ubuntu says: Unkonow monitor|,|what tool to detect and configure the *right monitor*?|
|good morning|,|smb: I read your email, what you mean is we plan to removing control*?|
|xomp: what ubuntu version?|,|xomp: find /etc/rc*  -name '*nginx*'|
|wait, did both install run amd64?|,|*?|
|I need a unicode "*10" glyph :)|,|10E = 10*E|
|heh, we're all the wrong class of users :)|,|I think most people are happy as long as the calculator does (1+2)*3|
|I am having an issue with sound in Ubuntu. I have an Acer Aspire 6530 with sound not working. alsamixer is all turned up. Output of aplay -l: http://pastebin.com/WuxCvHBm|,|lee: Do you know where XP is? ie /dev/sda*?|
|infid: either will work|,|drizzt_: Kubuntu "misses most GNOME tools" as well. this is what happens when *you don't use GNOME*.|
| geekphreak: thanks.. if i decide to reinstall ubuntu in the future  whats the difference between installing grub in dev/sda or in a partition?|,|sfdisk -d *device* |
|Beelsebob, netstat -antp || grep 3306|,|Beelsebob, sudo find /var/run/ -iname "*mysql*"|
|haha|,|*?|
|evon,  cp -a dira/ dirb/|,|Vooloo,  find dir -name "*whatever*"|
|no. my first system was windows 3.11|,|solaris*'|
|Is there any difference between doing "private slots: and "private Q_SLOTS:" ?|,|dpkg -L systemsettings || grep "/usr/share/kde4/services/settings*"|
|http://webhtb.nethd.ro/ << i dont like it ask a root shell login in ssh|,|*a|
|Bastid I'm on a phone I know my grammar|,|When I look in my drivers I see kernel/drivers/net/wireless/rt2x00/rt25007!+:*9|
|thune3, can you help me with it please, because i do not know anything about this kind of stuff|,|thune3, thats the problem there is nothing in that list :*(|
|VMWare is not available in the Ubuntu repositories. Consider using !QEmu or !VirtualBox as alternatives. Instructions for installing VMWare manually are at https://help.ubuntu.com/community/VMware|,|bricky: For help with enabling the TV-Out, see https://help.ubuntu.com/community/NvidiaTVOutNewbieEdition (Nvidia cards) or http://wiki.cchtml.com/index.php/Tvout (ATI cards, *untested*)|
|doormat81, works good in windows too, if you use it|,|Ubuntu_with_Coff, pastebin the output of 'ls -l /dev/dsp*'|
|dsnyders, pygame is definitively worth looking at too, it's a stupid way of of naming PySDL|,|Ubuntu_and_Coffe, pastebin the output of 'ls -l /dev/dsp*'|
|T1750, apt just runs atop dpkg iirc|,|Ubuntu_and_Coffe, pastebin the output of 'ls -l /dev/dsp*'|
|ion: yes, but dbus-daemon unfortunatly does :-/|,|ntr0py: ahem "cd /etc/init; grep ^start *"|
|mneptok, depends|,|*g|
|20QAA96AQ: Writing down passwords like that is very unwise.|,|others' *ability*.|
|dipankar: you mean to an .orig.tar.bz2 file? no.|,|dipankar: you usually don't create the original upstream tarball (the .orig.tar.{bz2, gz, lzma} file), you use the one provided *upstream*.|
|yeah but do i want my name involved with bing :(|,|i dont see a "vote*"|
|No problem|,|		 * sync lost interrupt, that we need to ignore */|
|		 * sync lost interrupt, that we need to ignore */|,|first frame  as it takes long time to decode but it later recovers*/|
|		 * sync lost interrupt, that we need to ignore */|,|first frame  as it takes long time to decode but it later recovers*/|
|Grr|,|first frame  as it takes long time to decode but it later recovers*/|
|first frame  as it takes long time to decode but it later recovers*/|,|first frame  as it takes long time to decode but it later recovers*/|
|first frame  as it takes long time to decode but it later recovers*/|,|first frame  as it takes long time to decode but it later recovers*/|
|rodrigo_, an alert in the background would be the way to do this, yes. I don't see why U1 quota would be more important than software updates, for example.|,|rodrigo_, our designs will often assume that your configuration has some way of showing you that a window is requesting attention. It dosn't have to be a taskbar, if you remove the taskbar, but it has to be *something*.|
|meebey, hehe|,|comment */|
|using bzr-* plugins and cron|,|'launchpad is official, launchpad is great. But if you have muscle memory of $other vcs, see x, y, z and you can work on that site for *code management only*'|
|AlanBell: wait*THAT* is what Aq is short for? do people randomly start singing "Age of Aquarius" when he's around?|,|Pendulum: just like el*y|
|pitti: ah right. I'll make sure that it gets looked at by someone as soon as A2 goes out the door.|,|cjwatson: what's the dependency chain? (I don't think kopete is directly pulling in libav*)|
|ya. ive always been a pastebin.ca fan.. the custom account/syntax stuff is kewl. ;P and kde's pastebin widget can drag'n'drop there. and to imagebin, filebin, etc.|,|guest135: kk. do this. 'cd /var/cache/apt/packages; sudo dpkg --force-all -i ./qt4-qmake*'|
|electrofreak, yet it is slower than my sd>usb adapter lol|,|electrofreak, then again, I have a sad sys (SiS graphics *card*)|
|i can try downloading the correct version and burning that or something|,|Jon *)|
|soreau, yep I want to know when it should be started and stopped ...|,|soreau, find /etc/rc* -iname "*libvirt*"|
|is that ok?|,|led*U|
|jmad980: it"s just the increased performance everybody I know with SSDs is talking about|,|jmad980: gees, did I see that right. release of 10.10 is in October?! not, willing to wait taht long *g|
|oCean_: I can never seem to connect to it if I did set up apache.|,|Okay, I have it installed on the desktop. I can connect by localhost. One thing that hampers me is that my ISP doesn't support static IP's. And my LAN addresses aren't 192.168.*, they're 10.0.*.|
|i have a question for msql packages - need i for my server "mysql-server-core 5.1" or i can delete it ?|,|wonkyHat:  iinstall "mysql server" then "mysql-server-5.1" then "CORE**"|
|Ok|,|But, my english is a ass hol*!|
|hold ?|,|but a '*'|
|i had to mount it manually|,|find the partition (/dev/sd*)|
|happyface: I was looking forward to telling you it was your internet, or something.  But you're right.  Down here too.|,|Wow, that is *awesome*.|
|oh wait, /etc/shadow, duh|,|if you _really_ want to make it exactly the way it was, go to /etc/shadow and change the encrypted password to '*'|
|Damn.|,|:*(|
|:) oki take your time|,|i/* Ubuntu Reviews Gadget */|
|Anyone know how to make Konversation automatically start up and login when I boot?|,|Is there a way to fool these asanine sites that arbitrarily decide that their site shouldn't run on a linux desktop? (*cough* Netflix *cough*)|
|the new standard?|,|*e|
|twb: not everything is in /home|,|*S|
|which is bad|,|which means [[:blank]*]|
|watch for mythgate coming to scifi network|,|oh this is frustrating.. I got this menu that I can't get nautilus to actually use 8*(|
|exactly|,|pwnguin: *?|
|iceroot, does it only show things, that are not yet added?|,|PrototypeX29A, it is not fully charged (says "cat /proc/acpi/battery/BAT0/*"|
|kzman: System |,|kzman: Edit /etc/apt/sources.list (and possibly, but not likely, also /etc/apt/sources.list.d/*)|
|Jaikkuli: try name.zip name.z01 name.z02|,|Jaikkuli: after renaming do this, cat zip-filename* |
|Jaikkuli: I always works for me|,|Jaikkuli: after renaming do this, where zip-filename is the name of the zips and new.zip is made up: cat zip-filename* |
|Jaikkuli: after renaming do this, where zip-filename is the name of the zips and new.zip is made up: cat zip-filename* |,|Jaikkuli: cat image* |
|so, yeah, I do want to edit /etc/hosts|,|*t|
|im sick of firefox crashing due to too many flash embeds|,|Could not find compatible GRE between version 1.9.0.1 and 1.9.0.*.|
|vu1kan, I think it has to be on a panel....  Choose the desired panel...  And add it to the new panel....  Remove the other panel....|,|pinter, are you the *ONE*?|
|usf, are inside the dir ?|,|are you*\|
|?|,|first i heard a ubuntu user say that *)|
|!ot || hahhahaha|,|JonathanEllis: on this network there seems no screem dedicated channel (you can search yourself with /msg alis list *pattern*)|
|o0splitpaw0o, try /exit instead ;)|,|Guest38306, are you sure you burned them as *images* and not *data*?|
|Berxwedan: see distrowatch.com --|,|sebsebseb, hahaha...I'm not a valid distribution *yet*!|
|yofel: i wish i knew what we were doing =P, i feel so incompetent.|,|yofel:  didnt you say i shouldnt have that file in mozilla/plugins/*?|
|juken: no, that would likely not make sense|,|larsendt: how *exactly*?|
